tRNA	1_DEL13080_R1_17to51__tRNA.txt	2_DEL13080_R1_17to51__tRNA.txt	3_DEL13080_R1_17to51__tRNA.txt	4_DEL13080_R1_17to51__tRNA.txt	5_DEL13080_R1_17to51__tRNA.txt	6_DEL13080_R1_17to51__tRNA.txt	7_DEL13080_R1_17to51__tRNA.txt	8_DEL13080_R1_17to51__tRNA.txt	9_DEL13080_R1_17to51__tRNA.txt	10_DEL13080_R1_17to51__tRNA.txt	11_DEL13080_R1_17to51__tRNA.txt	12_DEL13080_R1_17to51__tRNA.txt	13_DEL13080_R1_17to51__tRNA.txt	14_DEL13080_R1_17to51__tRNA.txt	15_DEL13080_R1_17to51__tRNA.txt	16_DEL13080_R1_17to51__tRNA.txt	17_DEL13080_R1_17to51__tRNA.txt	18_DEL13080_R1_17to51__tRNA.txt	19_DEL13080_R1_17to51__tRNA.txt	20_DEL13080_R1_17to51__tRNA.txt	21_DEL13080_R1_17to51__tRNA.txt	22_DEL13080_R1_17to51__tRNA.txt	23_DEL13080_R1_17to51__tRNA.txt	24_DEL13080_R1_17to51__tRNA.txt	25_DEL13080_R1_17to51__tRNA.txt	26_DEL13080_R1_17to51__tRNA.txt	27_DEL13080_R1_17to51__tRNA.txt	28_DEL13080_R1_17to51__tRNA.txt	29_DEL13080_R1_17to51__tRNA.txt	30_DEL13080_R1_17to51__tRNA.txt	31_DEL13080_R1_17to51__tRNA.txt	32_DEL13080_R1_17to51__tRNA.txt	33_DEL13080_R1_17to51__tRNA.txt	34_DEL13080_R1_17to51__tRNA.txt	35_DEL13080_R1_17to51__tRNA.txt	36_DEL13080_R1_17to51__tRNA.txt	37_DEL13080_R1_17to51__tRNA.txt	38_DEL13080_R1_17to51__tRNA.txt	39_DEL13080_R1_17to51__tRNA.txt	40_DEL13080_R1_17to51__tRNA.txt	
chr17.trna27	1.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	1.0	1.0	1.0	3.0	0.0	0.0	3.0	0.0	1.0	3.0	0.0	2.0	0.0	
chr17.trna28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
chr7.trna5	109.0	134.0	125.0	226.0	150.0	52.0	37.0	46.0	132.0	53.0	196.0	53.0	49.0	131.0	15.0	209.0	74.0	81.0	134.0	83.0	118.0	40.0	62.0	145.0	39.0	31.0	183.0	86.0	8.0	25.0	116.0	54.0	51.0	152.0	341.0	171.0	185.0	40.0	231.0	144.0	
chr17.trna29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
chr17.trna9	104.0	24.0	57.0	99.0	82.0	178.0	122.0	88.0	57.0	32.0	84.0	44.0	103.0	160.0	15.0	79.0	58.0	59.0	90.0	84.0	40.0	88.0	69.0	90.0	81.0	123.0	117.0	79.0	71.0	71.0	98.0	116.0	121.0	119.0	148.0	66.0	133.0	62.0	177.0	30.0	
chr17.trna8	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	2.0	0.0	0.0	2.0	0.0	
chr1.trna125	2.0	1.0	2.0	3.0	1.0	4.0	0.0	2.0	0.0	1.0	3.0	3.0	6.0	1.0	0.0	2.0	1.0	2.0	0.0	1.0	0.0	0.0	0.0	1.0	3.0	4.0	5.0	1.0	0.0	1.0	2.0	0.0	0.0	3.0	2.0	4.0	1.0	0.0	2.0	0.0	
chr17.trna7	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	
chr1.trna124	1.0	1.0	1.0	3.0	1.0	4.0	0.0	2.0	0.0	0.0	2.0	3.0	4.0	1.0	0.0	1.0	1.0	2.0	0.0	1.0	0.0	0.0	0.0	1.0	3.0	3.0	4.0	1.0	1.0	1.0	2.0	0.0	0.0	3.0	2.0	4.0	0.0	0.0	2.0	0.0	
chr17.trna6	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	
chr17.trna5	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	
chr1.trna127	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	
chr17.trna4	1.0	1.0	2.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	3.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	3.0	3.0	
chr1.trna126	1.0	425.0	9.0	8.0	8.0	9.0	4.0	4.0	3.0	8.0	18.0	10.0	2.0	661.0	1.0	12.0	17.0	13.0	16.0	12.0	14.0	9.0	7.0	10.0	3.0	5.0	27.0	15.0	1.0	6.0	8.0	4.0	11.0	9.0	19.0	7.0	14.0	19.0	17.0	7.0	
chr6.trna15	0.0	0.0	0.0	2.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	1.0	2.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	3.0	0.0	4.0	0.0	0.0	0.0	0.0	
chr8.trna1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	
chr6.trna16	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	4.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0	1.0	2.0	4.0	0.0	2.0	0.0	0.0	0.0	0.0	
chr6.trna13	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	
chr8.trna3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	
chr6.trna14	14.0	18.0	15.0	17.0	27.0	21.0	25.0	20.0	20.0	4.0	16.0	14.0	29.0	31.0	21.0	12.0	13.0	21.0	11.0	30.0	15.0	11.0	11.0	17.0	23.0	14.0	39.0	17.0	12.0	9.0	24.0	9.0	8.0	25.0	23.0	12.0	15.0	8.0	6.0	7.0	
chr8.trna2	12.0	12.0	9.0	11.0	19.0	11.0	16.0	11.0	13.0	9.0	8.0	11.0	18.0	11.0	3.0	8.0	11.0	20.0	5.0	26.0	17.0	13.0	10.0	23.0	13.0	16.0	25.0	11.0	12.0	4.0	12.0	18.0	15.0	25.0	20.0	8.0	23.0	5.0	12.0	6.0	
chr6.trna19	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	
chr6.trna17	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	4.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	3.0	1.0	3.0	0.0	0.0	0.0	0.0	
chr6.trna18	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	
chr17.trna23	0.0	0.0	0.0	1.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	
chr17.trna24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
chr17.trna25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	
chr6.trna11	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	
chr6.trna12	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	
chr17.trna21	103.0	151.0	130.0	239.0	99.0	75.0	125.0	382.0	104.0	57.0	148.0	80.0	73.0	236.0	29.0	172.0	57.0	108.0	93.0	81.0	142.0	67.0	54.0	136.0	133.0	106.0	212.0	55.0	12.0	68.0	99.0	56.0	42.0	179.0	199.0	71.0	97.0	56.0	118.0	80.0	
chr6.trna10	3.0	1.0	0.0	1.0	2.0	1.0	3.0	1.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0	2.0	0.0	0.0	0.0	3.0	0.0	1.0	1.0	2.0	2.0	1.0	1.0	0.0	6.0	0.0	3.0	2.0	1.0	0.0	3.0	0.0	2.0	1.0	
chr1.trna110	4.0	1.0	2.0	15.0	12.0	10.0	4.0	0.0	0.0	1.0	10.0	8.0	9.0	4.0	5.0	9.0	7.0	12.0	8.0	16.0	1.0	4.0	4.0	12.0	6.0	3.0	25.0	4.0	1.0	8.0	4.0	9.0	5.0	30.0	29.0	15.0	15.0	2.0	5.0	2.0	
chr1.trna112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
chr1.trna111	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	
chr2.trna18	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	
chr2.trna17	5.0	10.0	24.0	20.0	13.0	10.0	2.0	30.0	2.0	8.0	28.0	13.0	12.0	17.0	1.0	23.0	23.0	15.0	35.0	16.0	25.0	20.0	18.0	19.0	13.0	8.0	23.0	15.0	0.0	8.0	32.0	7.0	10.0	19.0	35.0	7.0	31.0	7.0	45.0	13.0	
chr2.trna19	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	
chr1.trna118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
chr1.trna117	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	
chr1.trna119	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	
chr1.trna116	0.0	3.0	11.0	2.0	3.0	6.0	0.0	2.0	1.0	1.0	6.0	2.0	0.0	5.0	2.0	1.0	4.0	3.0	2.0	2.0	3.0	2.0	3.0	3.0	6.0	1.0	3.0	5.0	0.0	4.0	3.0	1.0	1.0	4.0	11.0	2.0	2.0	3.0	40.0	2.0	
chr1.trna115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	
chr2.trna2	20.0	5.0	12.0	39.0	20.0	9.0	84.0	21.0	3.0	26.0	29.0	76.0	79.0	50.0	16.0	54.0	29.0	60.0	39.0	87.0	17.0	62.0	13.0	127.0	82.0	50.0	128.0	25.0	18.0	12.0	65.0	22.0	36.0	235.0	83.0	5.0	65.0	11.0	38.0	8.0	
chr6.trna26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	
chr6.trna27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	
chr2.trna3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	
chr6.trna24	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	
chr2.trna4	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
chr2.trna5	8.0	1.0	2.0	24.0	3.0	3.0	16.0	15.0	3.0	0.0	2.0	4.0	18.0	10.0	2.0	2.0	3.0	9.0	1.0	11.0	2.0	6.0	1.0	18.0	5.0	12.0	12.0	1.0	3.0	3.0	1.0	3.0	1.0	28.0	3.0	5.0	5.0	1.0	2.0	0.0	
chr6.trna25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
chr2.trna6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
chr2.trna7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
chr6.trna28	1.0	0.0	1.0	0.0	1.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	3.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	3.0	0.0	3.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	1.0	1.0	0.0	
chr2.trna9	1.0	1.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	2.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	2.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	
chr6.trna29	2.0	1.0	1.0	0.0	0.0	2.0	0.0	1.0	3.0	1.0	1.0	0.0	1.0	0.0	1.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	1.0	1.0	0.0	0.0	2.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	
chr16.trna31	81.0	55.0	116.0	153.0	44.0	34.0	36.0	114.0	11.0	50.0	251.0	76.0	92.0	98.0	43.0	317.0	173.0	150.0	111.0	119.0	102.0	141.0	32.0	122.0	83.0	82.0	112.0	48.0	13.0	46.0	69.0	50.0	53.0	151.0	222.0	165.0	156.0	87.0	258.0	54.0	
chr2.trna25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	
chr16.trna30	10.0	6.0	18.0	24.0	7.0	3.0	8.0	17.0	2.0	4.0	21.0	10.0	17.0	10.0	9.0	25.0	26.0	25.0	16.0	12.0	16.0	17.0	8.0	16.0	11.0	15.0	11.0	4.0	2.0	4.0	8.0	6.0	6.0	21.0	29.0	17.0	15.0	5.0	20.0	8.0	
chr2.trna26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
chr2.trna21	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	
chr6.trna22	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	
chr2.trna20	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	
chr6.trna23	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	
chr6.trna20	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	
chr2.trna1	8.0	43.0	62.0	40.0	53.0	25.0	7.0	7.0	4.0	49.0	104.0	23.0	7.0	29.0	8.0	57.0	90.0	31.0	92.0	16.0	100.0	6.0	49.0	17.0	45.0	12.0	36.0	43.0	4.0	13.0	14.0	21.0	34.0	20.0	63.0	12.0	65.0	83.0	132.0	33.0	
chr16.trna32	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	
chr6.trna21	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	
chr2.trna22	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	
chr16.trna28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	
chr16.trna27	159.0	227.0	229.0	270.0	138.0	242.0	215.0	216.0	140.0	55.0	124.0	95.0	143.0	233.0	74.0	152.0	90.0	106.0	69.0	154.0	174.0	117.0	126.0	204.0	195.0	194.0	309.0	128.0	99.0	93.0	181.0	136.0	130.0	179.0	204.0	57.0	182.0	208.0	87.0	114.0	
chr16.trna26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
chr16.trna25	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	4.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0	3.0	1.0	0.0	0.0	1.0	0.0	
chr16.trna29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	
chr1.trna107	1.0	2.0	2.0	12.0	10.0	9.0	2.0	0.0	0.0	1.0	10.0	6.0	3.0	4.0	4.0	2.0	4.0	10.0	7.0	10.0	1.0	2.0	4.0	8.0	4.0	1.0	17.0	3.0	0.0	3.0	3.0	7.0	5.0	18.0	23.0	11.0	13.0	2.0	5.0	3.0	
chr1.trna106	0.0	1.0	1.0	8.0	5.0	8.0	1.0	0.0	0.0	1.0	5.0	5.0	1.0	6.0	4.0	1.0	3.0	5.0	7.0	6.0	0.0	2.0	2.0	3.0	3.0	0.0	7.0	3.0	1.0	2.0	1.0	5.0	4.0	11.0	14.0	8.0	11.0	1.0	2.0	3.0	
chr1.trna109	2.0	2.0	2.0	12.0	11.0	10.0	2.0	0.0	0.0	1.0	10.0	8.0	6.0	4.0	4.0	6.0	5.0	11.0	8.0	15.0	1.0	3.0	4.0	8.0	6.0	1.0	24.0	4.0	0.0	7.0	4.0	8.0	5.0	23.0	29.0	12.0	15.0	2.0	6.0	3.0	
chr1.trna108	1.0	2.0	2.0	12.0	10.0	9.0	2.0	0.0	0.0	1.0	10.0	7.0	4.0	4.0	4.0	2.0	4.0	10.0	7.0	11.0	1.0	2.0	4.0	8.0	4.0	1.0	16.0	3.0	0.0	3.0	3.0	8.0	5.0	20.0	23.0	11.0	13.0	2.0	6.0	3.0	
